County,Town (Standard Name),Town (Results Name),Ward,Precinct,CD,Clinton,Trump,Total
Worcester (pt.),Worcester,Worcester,2,5,2,734,95,852
Worcester (pt.),Worcester,Worcester,3,1,2,902,345,"1,325"
Worcester (pt.),Worcester,Worcester,3,2,2,397,103,547
Worcester (pt.),Worcester,Worcester,3,3,2,826,337,"1,236"
Worcester (pt.),Worcester,Worcester,3,4,2,730,182,958
Worcester (pt.),Worcester,Worcester,3,5,2,894,363,"1,309"
Worcester (pt.),Worcester,Worcester,4,1,2,687,161,884
Worcester (pt.),Worcester,Worcester,4,2,2,726,377,"1,172"
Worcester (pt.),Worcester,Worcester,4,3,2,716,123,875
Worcester (pt.),Worcester,Worcester,4,4,2,721,429,"1,228"
Worcester (pt.),Worcester,Worcester,4,5,2,930,446,"1,472"
Worcester (pt.),Worcester,Worcester,5,1,2,750,239,"1,029"
Worcester (pt.),Worcester,Worcester,5,2,2,951,517,"1,538"
Worcester (pt.),Worcester,Worcester,5,3,2,"1,066",717,"1,895"
Worcester (pt.),Worcester,Worcester,5,4,2,963,541,"1,589"
Worcester (pt.),Worcester,Worcester,5,5,2,913,609,"1,603"
Worcester (pt.),Worcester,Worcester,6,1,2,628,120,787
Worcester (pt.),Worcester,Worcester,6,2,2,825,229,"1,102"
Worcester (pt.),Worcester,Worcester,6,3,2,773,285,"1,139"
Worcester (pt.),Worcester,Worcester,6,4,2,366,165,569
Worcester (pt.),Worcester,Worcester,6,5,2,874,450,"1,390"
Worcester (pt.),Worcester,Worcester,7,1,2,"1,055",387,"1,534"
Worcester (pt.),Worcester,Worcester,7,2,2,752,272,"1,094"
Worcester (pt.),Worcester,Worcester,7,3,2,"1,011",457,"1,537"
Worcester (pt.),Worcester,Worcester,7,4,2,893,460,"1,435"
Worcester (pt.),Worcester,Worcester,7,5,2,890,557,"1,553"
Worcester (pt.),Worcester,Worcester,8,1,2,571,156,761
Worcester (pt.),Worcester,Worcester,8,2,2,627,115,766
Worcester (pt.),Worcester,Worcester,8,3,2,575,63,701
Worcester (pt.),Worcester,Worcester,8,4,2,796,169,"1,015"
Worcester (pt.),Worcester,Worcester,8,5,2,603,226,879
Worcester (pt.),Worcester,Worcester,9,1,2,"1,038",365,"1,511"
Worcester (pt.),Worcester,Worcester,9,2,2,"1,259",466,"1,824"
Worcester (pt.),Worcester,Worcester,9,3,2,808,407,"1,307"
Worcester (pt.),Worcester,Worcester,9,4,2,"1,155",603,"1,861"
Worcester (pt.),Worcester,Worcester,9,5,2,"1,149",600,"1,847"
Worcester (pt.),Worcester,Worcester,10,1,2,651,180,874
Worcester (pt.),Worcester,Worcester,10,2,2,676,124,848
Worcester (pt.),Worcester,Worcester,10,3,2,777,89,903
Worcester (pt.),Worcester,Worcester,10,4,2,612,101,743
Worcester (pt.),Worcester,Worcester,10,5,2,693,113,828
Hampshire (pt.),Worthington,Worthington,-,1,1,430,229,746
Norfolk (pt.),Wrentham,Wrentham,-,1,4,950,"1,011","2,123"
Norfolk (pt.),Wrentham,Wrentham,-,2,4,"1,016","1,062","2,233"
Norfolk (pt.),Wrentham,Wrentham,-,3,4,"1,086",920,"2,158"
Barnstable,Yarmouth,Yarmouth,-,1,9,"1,204",854,"2,171"
Barnstable,Yarmouth,Yarmouth,-,2,9,"1,155",912,"2,188"
Barnstable,Yarmouth,Yarmouth,-,3,9,904,663,"1,648"
Barnstable,Yarmouth,Yarmouth,-,4,9,"1,002",860,"1,972"
Barnstable,Yarmouth,Yarmouth,-,5,9,881,797,"1,765"
Barnstable,Yarmouth,Yarmouth,-,6,9,907,753,"1,755"
Barnstable,Yarmouth,Yarmouth,-,7,9,"1,251","1,009","2,380"
